Uniprot_ID,Gene_Org,C: 0hr - 1hr,C: 0hr - 4hr,C: 0hr - 12hr,C: 0hr - 24hr,C: 0hr - 72hr,T: GOBP name,T: GOMF name
P43155,CACP,-0.572983,-0.62987,-0.257856,-0.360324,-0.735216,"amine metabolic process;betaine metabolic process;carboxylic acid catabolic process;carboxylic acid metabolic process;carnitine metabolic process;carnitine metabolic process, CoA-linked;catabolic process;cellular amine metabolic process;cellular amino acid metabolic process;cellular catabolic process;cellular ketone metabolic process;cellular lipid catabolic process;cellular lipid metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;fatty acid beta-oxidation;fatty acid beta-oxidation using acyl-CoA oxidase;fatty acid catabolic process;fatty acid metabolic process;fatty acid oxidation;lipid catabolic process;lipid metabolic process;lipid modification;lipid oxidation;metabolic process;monocarboxylic acid catabolic process;monocarboxylic acid metabolic process;nitrogen compound metabolic process;organic acid catabolic process;organic acid metabolic process;oxidation-reduction process;oxoacid metabolic process;primary metabolic process;small molecule catabolic process;small molecule metabolic process;transport","acetyltransferase activity;binding;carnitine O-acetyltransferase activity;carnitine O-acyltransferase activity;catalytic activity;O-acetyltransferase activity;O-acyltransferase activity;protein binding;receptor binding;transferase activity;transferase activity, transferring acyl groups;transferase activity, transferring acyl groups other than amino-acyl groups"
O00461,GOLI4,-0.11523,-0.178414,-0.116764,0.0106852,-0.608755,establishment of localization;transport,
Q9UH92,MLX,0.442822,0.603932,0.261189,0.160767,0.656417,"biological regulation;cellular metabolic process;cellular process;energy derivation by oxidation of organic compounds;energy reserve metabolic process;establishment of localization;establishment of localization in cell;generation of precursor metabolites and energy;intracellular transport;metabolic process;negative regulation of biological process;negative regulation of biosynthetic process;negative regulation of cellular biosynthetic process;negative regulation of cellular macromolecule biosynthetic process;negative regulation of cellular metabolic process;negative regulation of cellular process;negative regulation of gene expression;negative regulation of macromolecule biosynthetic process;negative regulation of macromolecule metabolic process;negative regulation of metabolic process;negative regulation of nitrogen compound metabolic process;negative regulation of nucleobase-containing compound metabolic process;negative regulation of RNA metabolic process;negative regulation of transcription from RNA polymerase II promoter;negative regulation of transcription, DNA-dependent;nuclear transport;nucleocytoplasmic transport;oxidation-reduction process;positive regulation of biological process;positive regulation of cellular metabolic process;positive regulation of cellular process;positive regulation of metabolic process;regulation of biological process;regulation of biosynthetic process;regulation of cellular biosynthetic process;regulation of cellular macromolecule biosynthetic process;regulation of cellular metabolic process;regulation of cellular process;regulation of gene expression;regulation of macromolecule biosynthetic process;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of nitrogen compound metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of primary metabolic process;regulation of RNA metabolic process;regulation of transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent;small molecule metabolic process;transport",binding;DNA binding;identical protein binding;nucleic acid binding;nucleic acid binding transcription factor activity;protein binding;protein dimerization activity;protein heterodimerization activity;protein homodimerization activity;regulatory region DNA binding;regulatory region nucleic acid binding;RNA polymerase II regulatory region DNA binding;RNA polymerase II regulatory region sequence-specific DNA binding;sequence-specific DNA binding;sequence-specific DNA binding transcription factor activity;transcription factor binding;transcription regulatory region DNA binding;transcription regulatory region sequence-specific DNA binding
Q9H0J9,PAR12,0.727225,0.0158632,0.383981,0.213212,0.522567,,"binding;catalytic activity;cation binding;ion binding;metal ion binding;NAD+ ADP-ribosyltransferase activity;transferase activity;transferase activity, transferring glycosyl groups;transferase activity, transferring pentosyl groups"
P62136,PP1A,-0.21892,-0.234128,-0.119877,-0.136486,-0.14354,acylglycerol catabolic process;acylglycerol metabolic process;anatomical structure development;anatomical structure morphogenesis;biological regulation;branching morphogenesis of a tube;carbohydrate metabolic process;catabolic process;cell cycle;cell division;cell surface receptor linked signaling pathway;cellular carbohydrate metabolic process;cellular catabolic process;cellular glucan metabolic process;cellular lipid catabolic process;cellular lipid metabolic process;cellular macromolecule metabolic process;cellular metabolic process;cellular polysaccharide metabolic process;cellular process;cellular protein metabolic process;cellular response to stimulus;circadian regulation of gene expression;circadian rhythm;dephosphorylation;developmental process;energy derivation by oxidation of organic compounds;energy reserve metabolic process;entrainment of circadian clock;entrainment of circadian clock by photoperiod;enzyme linked receptor protein signaling pathway;generation of precursor metabolites and energy;glucan metabolic process;glycerol ether catabolic process;glycerol ether metabolic process;glycerolipid catabolic process;glycerolipid metabolic process;glycogen metabolic process;lipid catabolic process;lipid metabolic process;lung development;macromolecule metabolic process;macromolecule modification;metabolic process;morphogenesis of a branching structure;multicellular organismal process;negative regulation of biological process;negative regulation of cell communication;negative regulation of cellular process;negative regulation of response to stimulus;negative regulation of signal transduction;negative regulation of signaling;negative regulation of transforming growth factor beta receptor signaling pathway;negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway;neutral lipid catabolic process;neutral lipid metabolic process;organ development;organic ether metabolic process;oxidation-reduction process;phosphate-containing compound metabolic process;phosphorus metabolic process;photoperiodism;polysaccharide metabolic process;primary metabolic process;protein dephosphorylation;protein metabolic process;protein modification process;regulation of biological process;regulation of biosynthetic process;regulation of carbohydrate biosynthetic process;regulation of carbohydrate catabolic process;regulation of carbohydrate metabolic process;regulation of catabolic process;regulation of cell communication;regulation of cellular biosynthetic process;regulation of cellular carbohydrate catabolic process;regulation of cellular carbohydrate metabolic process;regulation of cellular catabolic process;regulation of cellular macromolecule biosynthetic process;regulation of cellular metabolic process;regulation of cellular process;regulation of circadian rhythm;regulation of gene expression;regulation of generation of precursor metabolites and energy;regulation of glucan biosynthetic process;regulation of glucose metabolic process;regulation of glycogen biosynthetic process;regulation of glycogen catabolic process;regulation of glycogen metabolic process;regulation of macromolecule biosynthetic process;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of polysaccharide biosynthetic process;regulation of polysaccharide metabolic process;regulation of primary metabolic process;regulation of response to stimulus;regulation of signal transduction;regulation of signaling;regulation of transforming growth factor beta receptor signaling pathway;regulation of transmembrane receptor protein serine/threonine kinase signaling pathway;response to abiotic stimulus;response to external stimulus;response to light stimulus;response to radiation;response to stimulus;rhythmic process;signal transduction;small molecule metabolic process;transforming growth factor beta receptor signaling pathway;transmembrane receptor protein serine/threonine kinase signaling pathway;triglyceride catabolic process;triglyceride metabolic process;tube morphogenesis,"binding;catalytic activity;cation binding;hydrolase activity;hydrolase activity, acting on ester bonds;ion binding;metal ion binding;phosphatase activity;phosphoprotein phosphatase activity;phosphoric ester hydrolase activity;protein serine/threonine phosphatase activity;ribonucleoprotein binding"
P62140,PP1B,-0.102097,-0.111843,-0.116245,-0.0766888,-0.0205009,acylglycerol catabolic process;acylglycerol metabolic process;biological regulation;carbohydrate metabolic process;catabolic process;cell cycle;cell cycle process;cell division;cell surface receptor linked signaling pathway;cellular carbohydrate metabolic process;cellular catabolic process;cellular glucan metabolic process;cellular lipid catabolic process;cellular lipid metabolic process;cellular macromolecule metabolic process;cellular metabolic process;cellular polysaccharide metabolic process;cellular process;cellular protein metabolic process;cellular response to stimulus;circadian regulation of gene expression;circadian rhythm;dephosphorylation;energy derivation by oxidation of organic compounds;energy reserve metabolic process;entrainment of circadian clock;entrainment of circadian clock by photoperiod;enzyme linked receptor protein signaling pathway;G2/M transition of mitotic cell cycle;generation of precursor metabolites and energy;glucan metabolic process;glycerol ether catabolic process;glycerol ether metabolic process;glycerolipid catabolic process;glycerolipid metabolic process;glycogen metabolic process;intracellular signal transduction;lipid catabolic process;lipid metabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;mitotic cell cycle;negative regulation of biological process;negative regulation of cell communication;negative regulation of cellular process;negative regulation of response to stimulus;negative regulation of signal transduction;negative regulation of signaling;negative regulation of transforming growth factor beta receptor signaling pathway;negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway;neutral lipid catabolic process;neutral lipid metabolic process;organic ether metabolic process;oxidation-reduction process;phosphate-containing compound metabolic process;phosphorus metabolic process;photoperiodism;polysaccharide metabolic process;primary metabolic process;protein dephosphorylation;protein metabolic process;protein modification process;regulation of biological process;regulation of biosynthetic process;regulation of carbohydrate biosynthetic process;regulation of carbohydrate catabolic process;regulation of carbohydrate metabolic process;regulation of catabolic process;regulation of cell adhesion;regulation of cell communication;regulation of cellular biosynthetic process;regulation of cellular carbohydrate catabolic process;regulation of cellular carbohydrate metabolic process;regulation of cellular catabolic process;regulation of cellular macromolecule biosynthetic process;regulation of cellular metabolic process;regulation of cellular process;regulation of circadian rhythm;regulation of gene expression;regulation of generation of precursor metabolites and energy;regulation of glucan biosynthetic process;regulation of glucose metabolic process;regulation of glycogen biosynthetic process;regulation of glycogen catabolic process;regulation of glycogen metabolic process;regulation of macromolecule biosynthetic process;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of polysaccharide biosynthetic process;regulation of polysaccharide metabolic process;regulation of primary metabolic process;regulation of response to stimulus;regulation of signal transduction;regulation of signaling;regulation of transforming growth factor beta receptor signaling pathway;regulation of transmembrane receptor protein serine/threonine kinase signaling pathway;response to abiotic stimulus;response to external stimulus;response to light stimulus;response to radiation;response to stimulus;rhythmic process;signal transduction;small GTPase mediated signal transduction;small molecule metabolic process;transforming growth factor beta receptor signaling pathway;transmembrane receptor protein serine/threonine kinase signaling pathway;triglyceride catabolic process;triglyceride metabolic process,"binding;catalytic activity;cation binding;enzyme binding;hydrolase activity;hydrolase activity, acting on ester bonds;ion binding;kinase binding;metal ion binding;myosin phosphatase activity;myosin-light-chain-phosphatase activity;phosphatase activity;phosphoprotein phosphatase activity;phosphoric ester hydrolase activity;protein binding;protein kinase binding;protein serine/threonine phosphatase activity"
P36873,PP1G,-0.18888,-0.230664,-0.200275,-0.177109,-0.0917146,acylglycerol catabolic process;acylglycerol metabolic process;biological regulation;carbohydrate metabolic process;catabolic process;cell cycle;cell differentiation;cell division;cell surface receptor linked signaling pathway;cellular carbohydrate metabolic process;cellular catabolic process;cellular developmental process;cellular glucan metabolic process;cellular lipid catabolic process;cellular lipid metabolic process;cellular macromolecule metabolic process;cellular metabolic process;cellular polysaccharide metabolic process;cellular process;cellular protein metabolic process;cellular response to stimulus;circadian regulation of gene expression;circadian rhythm;dephosphorylation;developmental process;energy derivation by oxidation of organic compounds;energy reserve metabolic process;entrainment of circadian clock;entrainment of circadian clock by photoperiod;enzyme linked receptor protein signaling pathway;generation of precursor metabolites and energy;glucan metabolic process;glycerol ether catabolic process;glycerol ether metabolic process;glycerolipid catabolic process;glycerolipid metabolic process;glycogen metabolic process;intracellular signal transduction;lipid catabolic process;lipid metabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;mitotic cell cycle;negative regulation of biological process;negative regulation of cell communication;negative regulation of cellular process;negative regulation of response to stimulus;negative regulation of signal transduction;negative regulation of signaling;negative regulation of transforming growth factor beta receptor signaling pathway;negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway;neuron differentiation;neutral lipid catabolic process;neutral lipid metabolic process;organic ether metabolic process;oxidation-reduction process;phosphate-containing compound metabolic process;phosphorus metabolic process;photoperiodism;polysaccharide metabolic process;primary metabolic process;protein dephosphorylation;protein metabolic process;protein modification process;regulation of biological process;regulation of cell communication;regulation of cellular process;regulation of circadian rhythm;regulation of gene expression;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of response to stimulus;regulation of signal transduction;regulation of signaling;regulation of transforming growth factor beta receptor signaling pathway;regulation of transmembrane receptor protein serine/threonine kinase signaling pathway;response to abiotic stimulus;response to external stimulus;response to light stimulus;response to radiation;response to stimulus;rhythmic process;signal transduction;small GTPase mediated signal transduction;small molecule metabolic process;transforming growth factor beta receptor signaling pathway;transmembrane receptor protein serine/threonine kinase signaling pathway;triglyceride catabolic process;triglyceride metabolic process,"binding;catalytic activity;cation binding;enzyme binding;hydrolase activity;hydrolase activity, acting on ester bonds;ion binding;kinase binding;metal ion binding;phosphatase activity;phosphoprotein phosphatase activity;phosphoric ester hydrolase activity;protein binding;protein kinase binding;protein N-terminus binding;protein serine/threonine phosphatase activity"
Q8N442,GUF1,-0.485492,-0.632371,-0.31699,-0.364029,-0.613067,biological regulation;biosynthetic process;cellular biosynthetic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;positive regulation of biological process;positive regulation of biosynthetic process;positive regulation of cellular biosynthetic process;positive regulation of cellular metabolic process;positive regulation of cellular process;positive regulation of cellular protein metabolic process;positive regulation of macromolecule biosynthetic process;positive regulation of macromolecule metabolic process;positive regulation of metabolic process;positive regulation of protein metabolic process;positive regulation of translation;posttranscriptional regulation of gene expression;primary metabolic process;protein metabolic process;regulation of biological process;regulation of biosynthetic process;regulation of cellular biosynthetic process;regulation of cellular macromolecule biosynthetic process;regulation of cellular metabolic process;regulation of cellular process;regulation of cellular protein metabolic process;regulation of gene expression;regulation of macromolecule biosynthetic process;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of primary metabolic process;regulation of protein metabolic process;regulation of translation;translation,"binding;catalytic activity;GTP binding;GTPase activity;guanyl nucleotide binding;guanyl ribonucleotide binding;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleoside-triphosphatase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleoprotein binding;ribonucleotide binding;ribosome binding"
Q02543,RL18A,0.501623,0.799233,0.510293,0.512273,0.759307,"biosynthetic process;catabolic process;cellular biosynthetic process;cellular catabolic process;cellular component disassembly;cellular component disassembly at cellular level;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular macromolecular complex disassembly;cellular macromolecular complex subunit organization;cellular macromolecule biosynthetic process;cellular macromolecule catabolic process;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cellular process involved in reproduction;cellular protein complex disassembly;cellular protein metabolic process;cotranslational protein targeting to membrane;establishment of localization;establishment of localization in cell;establishment of protein localization;establishment of protein localization in endoplasmic reticulum;establishment of protein localization to organelle;gene expression;intracellular protein transport;intracellular transport;macromolecular complex disassembly;macromolecular complex subunit organization;macromolecule biosynthetic process;macromolecule catabolic process;macromolecule metabolic process;metabolic process;mRNA catabolic process;mRNA metabolic process;nitrogen compound metabolic process;nuclear-transcribed mRNA catabolic process;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;protein complex disassembly;protein complex subunit organization;protein metabolic process;protein targeting;protein targeting to ER;protein targeting to membrane;protein transport;reproductive process;RNA biosynthetic process;RNA catabolic process;RNA metabolic process;SRP-dependent cotranslational protein targeting to membrane;translation;translational elongation;translational initiation;translational termination;transport;viral infectious cycle;viral reproduction;viral reproductive process;viral transcription",binding;nucleic acid binding;RNA binding;structural constituent of ribosome;structural molecule activity
Q96I51,RCC1L,-0.329178,-0.209461,-0.0697765,-0.229383,-0.268028,,
O95696-2,BRD1,-0.370471,-0.493943,-0.164015,-0.136438,-0.417803,cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;chromatin modification;chromatin organization;chromosome organization;covalent chromatin modification;histone acetylation;histone H3 acetylation;histone modification;internal peptidyl-lysine acetylation;internal protein amino acid acetylation;macromolecule metabolic process;macromolecule modification;metabolic process;organelle organization;peptidyl-amino acid modification;peptidyl-lysine acetylation;peptidyl-lysine modification;primary metabolic process;protein acetylation;protein acylation;protein metabolic process;protein modification process,binding;cation binding;histone binding;ion binding;metal ion binding;protein binding;transition metal ion binding;zinc ion binding
P10586,PTPRF,-0.0336645,0.11482,0.37969,0.358625,-0.178292,biological adhesion;biological regulation;cell adhesion;cell migration;cell motility;cell surface receptor linked signaling pathway;cellular component movement;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;cellular response to stimulus;dephosphorylation;enzyme linked receptor protein signaling pathway;locomotion;macromolecule metabolic process;macromolecule modification;metabolic process;peptidyl-tyrosine dephosphorylation;phosphate-containing compound metabolic process;phosphorus metabolic process;primary metabolic process;protein dephosphorylation;protein metabolic process;protein modification process;regulation of biological process;regulation of cellular process;response to stimulus;signal transduction;transmembrane receptor protein tyrosine phosphatase signaling pathway,"binding;carbohydrate binding;catalytic activity;glycosaminoglycan binding;heparin binding;hydrolase activity;hydrolase activity, acting on ester bonds;molecular transducer activity;pattern binding;phosphatase activity;phosphoprotein phosphatase activity;phosphoric ester hydrolase activity;polysaccharide binding;protein tyrosine phosphatase activity;receptor activity;signal transducer activity;signaling receptor activity;transmembrane receptor protein phosphatase activity;transmembrane receptor protein tyrosine phosphatase activity;transmembrane signaling receptor activity"
Q13332,PTPRS,-0.0324638,0.0725615,0.198447,0.237657,-0.232723,anatomical structure development;biological adhesion;cell adhesion;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;cerebellum development;cerebral cortex development;corpus callosum development;dephosphorylation;developmental process;extracellular matrix organization;extracellular structure organization;hippocampus development;macromolecule metabolic process;macromolecule modification;metabolic process;peptidyl-tyrosine dephosphorylation;phosphate-containing compound metabolic process;phosphorus metabolic process;primary metabolic process;protein dephosphorylation;protein metabolic process;protein modification process;spinal cord development,"catalytic activity;hydrolase activity;hydrolase activity, acting on ester bonds;molecular transducer activity;phosphatase activity;phosphoprotein phosphatase activity;phosphoric ester hydrolase activity;protein tyrosine phosphatase activity;receptor activity;signal transducer activity;signaling receptor activity;transmembrane receptor protein phosphatase activity;transmembrane receptor protein tyrosine phosphatase activity;transmembrane signaling receptor activity"
P23468,PTPRD,-0.278377,-0.19244,-0.136418,-0.136625,-0.176797,biological adhesion;biological regulation;cell adhesion;cell differentiation;cell surface receptor linked signaling pathway;cell-cell adhesion;cellular component assembly;cellular component assembly at cellular level;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular developmental process;cellular macromolecule metabolic process;cellular membrane organization;cellular metabolic process;cellular process;cellular protein metabolic process;cellular response to stimulus;dephosphorylation;developmental process;enzyme linked receptor protein signaling pathway;heterophilic cell-cell adhesion;macromolecule metabolic process;macromolecule modification;membrane organization;metabolic process;neuron differentiation;peptidyl-tyrosine dephosphorylation;phosphate-containing compound metabolic process;phosphorus metabolic process;positive regulation of biological process;positive regulation of cell development;positive regulation of cell differentiation;positive regulation of cell projection organization;positive regulation of cellular component organization;positive regulation of cellular process;positive regulation of dendrite morphogenesis;positive regulation of developmental process;positive regulation of neurogenesis;presynaptic membrane assembly;presynaptic membrane organization;primary metabolic process;protein dephosphorylation;protein metabolic process;protein modification process;regulation of anatomical structure morphogenesis;regulation of biological process;regulation of cell development;regulation of cell differentiation;regulation of cell morphogenesis;regulation of cell morphogenesis involved in differentiation;regulation of cell projection organization;regulation of cellular component organization;regulation of cellular process;regulation of dendrite development;regulation of dendrite morphogenesis;regulation of developmental process;regulation of multicellular organismal development;regulation of multicellular organismal process;regulation of nervous system development;regulation of neurogenesis;regulation of neuron differentiation;regulation of neuron projection development;response to stimulus;signal transduction;synapse assembly;synapse organization;transmembrane receptor protein tyrosine phosphatase signaling pathway,"binding;catalytic activity;cell adhesion molecule binding;hydrolase activity;hydrolase activity, acting on ester bonds;molecular transducer activity;phosphatase activity;phosphoprotein phosphatase activity;phosphoric ester hydrolase activity;protein binding;protein tyrosine phosphatase activity;receptor activity;receptor binding;signal transducer activity;signaling receptor activity;transmembrane receptor protein phosphatase activity;transmembrane receptor protein tyrosine phosphatase activity;transmembrane signaling receptor activity"
Q9HD20,AT131,-0.372655,-0.425984,-0.0703661,-0.0418766,-0.37237,cation transport;establishment of localization;ion transport;transport,"adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;ATPase activity;binding;catalytic activity;cation binding;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;ion binding;metal ion binding;nucleoside-triphosphatase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding"
Q9BVW5,TIPIN,-0.0401888,0.602529,-0.00604153,0.132076,0.676274,biological regulation;cell cycle checkpoint;cell cycle phase;cell cycle process;cell division;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cellular response to stimulus;cellular response to stress;DNA damage checkpoint;DNA integrity checkpoint;DNA metabolic process;DNA replication checkpoint;intra-S DNA damage checkpoint;macromolecule metabolic process;maintenance of fidelity involved in DNA-dependent DNA replication;metabolic process;mitosis;negative regulation of biological process;negative regulation of biosynthetic process;negative regulation of cell cycle;negative regulation of cell cycle process;negative regulation of cellular biosynthetic process;negative regulation of cellular macromolecule biosynthetic process;negative regulation of cellular metabolic process;negative regulation of cellular process;negative regulation of DNA metabolic process;negative regulation of DNA replication;negative regulation of DNA-dependent DNA replication;negative regulation of G2/M transition of mitotic cell cycle;negative regulation of macromolecule biosynthetic process;negative regulation of macromolecule metabolic process;negative regulation of metabolic process;negative regulation of mitotic cell cycle;negative regulation of nitrogen compound metabolic process;negative regulation of nucleobase-containing compound metabolic process;nitrogen compound metabolic process;nuclear division;nucleic acid metabolic process;nucleobase-containing compound metabolic process;organelle fission;organelle organization;positive regulation of biological process;positive regulation of cell proliferation;positive regulation of cellular process;primary metabolic process;regulation of biological process;regulation of biosynthetic process;regulation of cell cycle;regulation of cell cycle arrest;regulation of cell cycle process;regulation of cell proliferation;regulation of cellular biosynthetic process;regulation of cellular macromolecule biosynthetic process;regulation of cellular metabolic process;regulation of cellular process;regulation of DNA metabolic process;regulation of DNA replication;regulation of DNA replication involved in S phase;regulation of DNA-dependent DNA replication;regulation of G2/M transition of mitotic cell cycle;regulation of interphase of mitotic cell cycle;regulation of macromolecule biosynthetic process;regulation of macromolecule metabolic process;regulation of metabolic process;regulation of mitotic cell cycle;regulation of nitrogen compound metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of primary metabolic process;regulation of S phase;replication fork protection;response to abiotic stimulus;response to DNA damage stimulus;response to light stimulus;response to radiation;response to stimulus;response to stress;response to UV,
Q8WUY1,THEM6,-0.345796,-0.131965,0.0424602,-0.0247838,-0.352934,,
Q8IZ52,CHSS2,-0.259298,-0.0370266,0.0146527,-0.188126,-0.213149,amine metabolic process;aminoglycan biosynthetic process;aminoglycan metabolic process;biosynthetic process;carbohydrate biosynthetic process;carbohydrate metabolic process;cellular biosynthetic process;cellular metabolic process;cellular process;chondroitin sulfate biosynthetic process;chondroitin sulfate metabolic process;glycosaminoglycan biosynthetic process;glycosaminoglycan metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;polysaccharide biosynthetic process;polysaccharide metabolic process;primary metabolic process;small molecule metabolic process;sulfur compound biosynthetic process;sulfur compound metabolic process,"acetylgalactosaminyltransferase activity;binding;catalytic activity;cation binding;glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity;glucuronosyltransferase activity;ion binding;metal ion binding;N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity;transferase activity;transferase activity, transferring glycosyl groups;transferase activity, transferring hexosyl groups;UDP-glycosyltransferase activity"
Q16851,UGPA,0.6318,0.78474,0.1625,0.0870535,0.502863,alcohol metabolic process;biosynthetic process;carbohydrate biosynthetic process;carbohydrate metabolic process;carboxylic acid biosynthetic process;carboxylic acid metabolic process;cellular biosynthetic process;cellular carbohydrate biosynthetic process;cellular carbohydrate metabolic process;cellular glucan metabolic process;cellular glucuronidation;cellular ketone metabolic process;cellular macromolecule biosynthetic process;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular polysaccharide biosynthetic process;cellular polysaccharide metabolic process;cellular process;energy derivation by oxidation of organic compounds;energy reserve metabolic process;generation of precursor metabolites and energy;glucan biosynthetic process;glucan metabolic process;glucose 1-phosphate metabolic process;glucose metabolic process;glucuronate biosynthetic process;glucuronate metabolic process;glycogen biosynthetic process;glycogen metabolic process;hexose metabolic process;macromolecule biosynthetic process;macromolecule metabolic process;metabolic process;monocarboxylic acid metabolic process;monosaccharide metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;nucleotide-sugar metabolic process;organic acid biosynthetic process;organic acid metabolic process;oxidation-reduction process;oxoacid metabolic process;polysaccharide biosynthetic process;polysaccharide metabolic process;primary metabolic process;small molecule biosynthetic process;small molecule metabolic process;UDP-glucose metabolic process;UDP-glucuronate biosynthetic process;UDP-glucuronate metabolic process;uronic acid metabolic process;xenobiotic metabolic process,"binding;carbohydrate binding;catalytic activity;cation binding;glucose binding;identical protein binding;ion binding;metal ion binding;monosaccharide binding;nucleotide binding;nucleotidyltransferase activity;protein binding;pyrimidine nucleotide binding;pyrimidine ribonucleotide binding;ribonucleotide binding;sugar binding;transferase activity;transferase activity, transferring phosphorus-containing groups;uridylyltransferase activity;UTP:glucose-1-phosphate uridylyltransferase activity;UTP-monosaccharide-1-phosphate uridylyltransferase activity"
Q9BRZ2,TRI56,0.238137,0.406196,-0.181978,-0.18739,0.00535536,"biological regulation;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein metabolic process;cytokine production;defense response;defense response to virus;immune effector process;immune response;immune system process;innate immune response;interferon-beta production;macromolecule metabolic process;macromolecule modification;metabolic process;multicellular organismal process;multi-organism process;negative regulation of biological process;negative regulation of reproductive process;negative regulation of viral reproduction;negative regulation of virion penetration into host cell;positive regulation of biological process;positive regulation of cytokine production;positive regulation of multicellular organismal process;positive regulation of type I interferon production;primary metabolic process;protein K63-linked ubiquitination;protein metabolic process;protein modification by small protein conjugation;protein modification by small protein conjugation or removal;protein modification process;protein polyubiquitination;protein ubiquitination;regulation of biological process;regulation of cytokine production;regulation of locomotion;regulation of multicellular organismal process;regulation of multi-organism process;regulation of reproductive process;regulation of symbiosis, encompassing mutualism through parasitism;regulation of type I interferon production;regulation of viral reproduction;regulation of virion penetration into host cell;response to biotic stimulus;response to chemical stimulus;response to cytokine stimulus;response to organic substance;response to other organism;response to stimulus;response to stress;response to type I interferon;response to virus;type I interferon production","acid-amino acid ligase activity;binding;catalytic activity;cation binding;ion binding;ligase activity;ligase activity, forming carbon-nitrogen bonds;metal ion binding;small conjugating protein ligase activity;transition metal ion binding;ubiquitin-protein ligase activity;zinc ion binding"
